source,target,type,raw
PU:P_VERIFICAR_RESTRICCIONES,EXT:F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,F_OBTEN_PARAMETRO_SEUS
PU:P_VERIFICAR_RESTRICCIONES,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:P_VERIFICAR_RESTRICCIONES,EXT:pkg_restric_reembolso.p_restricciones,EXTERNAL_CALL,pkg_restric_reembolso.p_restricciones
PU:P_VERIFICAR_RESTRICCIONES,EXT:varchar2,EXTERNAL_CALL,varchar2
PU:CAMBIA_COLOR_HEADER,EXT:f_obten_parametro_color,EXTERNAL_CALL,f_obten_parametro_color
PU:CAMBIA_COLOR_HEADER,EXT:SET_CANVAS_PROPERTY,EXTERNAL_CALL,SET_CANVAS_PROPERTY
PU:CAMBIA_COLOR_HEADER,EXT:varchar2,EXTERNAL_CALL,varchar2
PU:TOOLBAR_ACTIONS,PU:DEL_TIMER,INTERNAL_PU_CALL,del_timer
PU:TOOLBAR_ACTIONS,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:TOOLBAR_ACTIONS,EXT:show_window,EXTERNAL_CALL,show_window
PU:TOOLBAR_ACTIONS,EXT:varchar2,EXTERNAL_CALL,varchar2
PU:BUTTON_HELP,PU:BUTTON_HELP,INTERNAL_PU_CALL,BUTTON_HELP
PU:BUTTON_HELP,PU:DEL_TIMER,INTERNAL_PU_CALL,del_timer
PU:DEL_TIMER,PU:DEL_TIMER,INTERNAL_PU_CALL,DEL_TIMER
PU:CGLY$RAISE_CANVAS,PU:CGLY$RAISE_CANVAS,INTERNAL_PU_CALL,CGLY$RAISE_CANVAS
PU:CGLY$DISPLAY_CANVASES,PU:CGLY$DISPLAY_CANVASES,INTERNAL_PU_CALL,CGLY$DISPLAY_CANVASES
PU:CGLY$DISPLAY_CANVASES,PU:CGLY$RAISE_CANVAS,INTERNAL_PU_CALL,CGLY$RAISE_CANVAS
PU:CGLY$DISPLAY_CANVASES,EXT:replace,EXTERNAL_CALL,replace
PU:CGLY$DISPLAY_CANVASES,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:CGLY$CANVAS_MANAGEMENT,PU:CGLY$DISPLAY_CANVASES,INTERNAL_PU_CALL,CGLY$DISPLAY_CANVASES
PU:CGLY$CANVAS_MANAGEMENT,PU:CGLY$GET_RELATED_CANVASES,INTERNAL_PU_CALL,CGLY$GET_RELATED_CANVASES
PU:CGLY$CANVAS_MANAGEMENT,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:MSG_ALERT,EXT:FIND_ALERT,EXTERNAL_CALL,FIND_ALERT
PU:MSG_ALERT,EXT:IN,EXTERNAL_CALL,IN
PU:MSG_ALERT,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:MSG_ALERT,EXT:SET_ALERT_PROPERTY,EXTERNAL_CALL,SET_ALERT_PROPERTY
PU:MANEJO_MENSAJES_ERRORES,EXT:Consulta,EXTERNAL_CALL,Consulta
PU:MANEJO_MENSAJES_ERRORES,EXT:Consultas,EXTERNAL_CALL,Consultas
PU:MANEJO_MENSAJES_ERRORES,EXT:LENGTH,EXTERNAL_CALL,LENGTH
PU:MANEJO_MENSAJES_ERRORES,PU:MANEJO_MENSAJES_ERRORES,INTERNAL_PU_CALL,MANEJO_MENSAJES_ERRORES
PU:MANEJO_MENSAJES_ERRORES,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:MANEJO_MENSAJES_ERRORES,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:CGLY$GET_RELATED_CANVASES,PU:CGLY$GET_RELATED_CANVASES,INTERNAL_PU_CALL,CGLY$GET_RELATED_CANVASES
PU:POPULAR_LISTAS,EXT:create_group_from_query,EXTERNAL_CALL,create_group_from_query
PU:POPULAR_LISTAS,EXT:delete_group,EXTERNAL_CALL,delete_group
PU:POPULAR_LISTAS,EXT:EXISTS,EXTERNAL_CALL,EXISTS
PU:POPULAR_LISTAS,EXT:populate_group,EXTERNAL_CALL,populate_group
PU:POPULAR_LISTAS,EXT:populate_list,EXTERNAL_CALL,populate_list
PU:P_BUSCA_DATOS_AFILIADO,EXT:CUR_PLASTICO,EXTERNAL_CALL,CUR_PLASTICO
PU:P_BUSCA_DATOS_AFILIADO,EXT:C_BUSCA_ASE,EXTERNAL_CALL,C_BUSCA_ASE
PU:P_BUSCA_DATOS_AFILIADO,EXT:C_BUSCA_DEP,EXTERNAL_CALL,C_BUSCA_DEP
PU:P_BUSCA_DATOS_AFILIADO,EXT:Enfoco,EXTERNAL_CALL,Enfoco
PU:P_BUSCA_DATOS_AFILIADO,EXT:EXTRACT,EXTERNAL_CALL,EXTRACT
PU:P_BUSCA_DATOS_AFILIADO,EXT:IN,EXTERNAL_CALL,IN
PU:P_BUSCA_DATOS_AFILIADO,EXT:INNOVACORE.PKG_INNOVA.f_valida_plastico_fec_ser,EXTERNAL_CALL,INNOVACORE.PKG_INNOVA.f_valida_plastico_fec_ser
PU:P_BUSCA_DATOS_AFILIADO,EXT:INNOVACORE.PKG_INNOVA.F_VALIDA_PLASTICO_FEC_SER_INT,EXTERNAL_CALL,INNOVACORE.PKG_INNOVA.F_VALIDA_PLASTICO_FEC_SER_INT
PU:P_BUSCA_DATOS_AFILIADO,EXT:LENGTH,EXTERNAL_CALL,LENGTH
PU:P_BUSCA_DATOS_AFILIADO,EXT:LPAD,EXTERNAL_CALL,LPAD
PU:P_BUSCA_DATOS_AFILIADO,EXT:lpad,EXTERNAL_CALL,lpad
PU:P_BUSCA_DATOS_AFILIADO,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:P_BUSCA_DATOS_AFILIADO,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
PU:P_BUSCA_DATOS_AFILIADO,EXT:PKG_SYNC_CLIENTE_SAP.CODIGO_SAP,EXTERNAL_CALL,PKG_SYNC_CLIENTE_SAP.CODIGO_SAP
PU:P_BUSCA_DATOS_AFILIADO,PU:P_BUSCA_RAZON_FALLEC,INTERNAL_PU_CALL,P_BUSCA_RAZON_FALLEC
PU:P_BUSCA_DATOS_AFILIADO,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
PU:P_BUSCA_DATOS_AFILIADO,EXT:REEMBOLSO.SINCRONIZA_ASEGURADO_BP,EXTERNAL_CALL,REEMBOLSO.SINCRONIZA_ASEGURADO_BP
PU:P_BUSCA_DATOS_AFILIADO,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_BUSCA_CORREO_AFILIADO,EXT:F_buscar_cliente_correo,EXTERNAL_CALL,F_buscar_cliente_correo
PU:P_BUSCA_CORREO_AFILIADO,PU:P_BUSCA_CORREO_AFILIADO,INTERNAL_PU_CALL,P_BUSCA_CORREO_AFILIADO
PU:P_BUSCA_CORREO_AFILIADO,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_INSERTAR_CORREO,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
PU:P_INSERTAR_CORREO,PU:P_INSERTAR_CORREO,INTERNAL_PU_CALL,P_INSERTAR_CORREO
PU:P_INSERTAR_CORREO,EXT:REGISTRAR_CORREO,EXTERNAL_CALL,REGISTRAR_CORREO
PU:P_INSERTA_NUMERO_CUENTA,EXT:INNOVACORE.INSERTA_NUMERO_CUENTA,EXTERNAL_CALL,INNOVACORE.INSERTA_NUMERO_CUENTA
PU:P_INSERTA_NUMERO_CUENTA,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:P_INSERTA_NUMERO_CUENTA,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_BUSCA_DATOS_CUENTA_BANCARIA,EXT:CUR_BUSCA_CEDULA,EXTERNAL_CALL,CUR_BUSCA_CEDULA
PU:P_BUSCA_DATOS_CUENTA_BANCARIA,EXT:CUR_BUSCA_PASAPORTE,EXTERNAL_CALL,CUR_BUSCA_PASAPORTE
PU:P_BUSCA_DATOS_CUENTA_BANCARIA,EXT:FOREBRA,EXTERNAL_CALL,FOREBRA
PU:P_BUSCA_DATOS_CUENTA_BANCARIA,PU:P_BUSCA_DATOS_CUENTA_BANCARIA,INTERNAL_PU_CALL,P_BUSCA_DATOS_CUENTA_BANCARIA
PU:P_BUSCA_DATOS_CUENTA_BANCARIA,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:QUERY_MASTER_DETAILS,EXT:Get_Relation_Property,EXTERNAL_CALL,Get_Relation_Property
PU:QUERY_MASTER_DETAILS,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:QUERY_MASTER_DETAILS,EXT:Variable,EXTERNAL_CALL,Variable
PU:CLEAR_ALL_MASTER_DETAILS,EXT:First_Changed_Block_Below,EXTERNAL_CALL,First_Changed_Block_Below
PU:CLEAR_ALL_MASTER_DETAILS,EXT:Get_Relation_Property,EXTERNAL_CALL,Get_Relation_Property
PU:CLEAR_ALL_MASTER_DETAILS,EXT:IN,EXTERNAL_CALL,IN
PU:CLEAR_ALL_MASTER_DETAILS,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_LLENA_TABLA_TMP_PLAN,EXT:P_INSERTA_PLA_AFI_REEMB_SERV,EXTERNAL_CALL,P_INSERTA_PLA_AFI_REEMB_SERV
PU:P_VALIDA_ROL_USUARIO,EXT:F_VALIDAR_PERMISO,EXTERNAL_CALL,F_VALIDAR_PERMISO
PU:P_VALIDA_PLAN,EXT:C_EXISTE,EXTERNAL_CALL,C_EXISTE
PU:P_VALIDA_PLAN,EXT:F_BUSCA_NOMBRE_GERENTE,EXTERNAL_CALL,F_BUSCA_NOMBRE_GERENTE
PU:P_VALIDA_PLAN,EXT:F_BUSCA_NOMBRE_INTERMED,EXTERNAL_CALL,F_BUSCA_NOMBRE_INTERMED
PU:P_VALIDA_PLAN,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:P_LLENA_CARNET_AFI,PU:P_LLENA_CARNET_AFI,INTERNAL_PU_CALL,P_LLENA_CARNET_AFI
PU:P_IMPRIME_MENSAJE,EXT:DBAPER.F_CONVIERTE_CHAR_BOOLEAN,EXTERNAL_CALL,DBAPER.F_CONVIERTE_CHAR_BOOLEAN
PU:P_IMPRIME_MENSAJE,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:P_IMPRIME_MENSAJE,EXT:pkg_general.p_inserta_error,EXTERNAL_CALL,pkg_general.p_inserta_error
PU:P_IMPRIME_MENSAJE,EXT:PKG_PARAMETRO_GENERAL_PROCESO.P_CONFIG_MENSAJE_ALERT_FORMA,EXTERNAL_CALL,PKG_PARAMETRO_GENERAL_PROCESO.P_CONFIG_MENSAJE_ALERT_FORMA
PU:P_IMPRIME_MENSAJE,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
PU:P_IMPRIME_MENSAJE,EXT:varchar2,EXTERNAL_CALL,varchar2
PU:P_HABILITA_BLOQ_SERV,PU:P_HABILITA_BLOQ_SERV,INTERNAL_PU_CALL,P_HABILITA_BLOQ_SERV
PU:P_CARGA_SOLICITUD_PAGO,EXT:FOREBRA,EXTERNAL_CALL,FOREBRA
PU:P_CARGA_SOLICITUD_PAGO,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
PU:P_INSERTA_EN_RECLAMO,EXT:FOREBRA,EXTERNAL_CALL,FOREBRA
PU:P_INSERTA_EN_RECLAMO,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:P_INSERTA_EN_RECLAMO,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
PU:P_INSERTA_EN_RECLAMO,EXT:P_BUSCAR_RECLAMO,EXTERNAL_CALL,P_BUSCAR_RECLAMO
PU:P_INSERTA_EN_RECLAMO,PU:P_INSERTA_EN_RECLAMO,INTERNAL_PU_CALL,P_INSERTA_EN_RECLAMO
PU:P_INSERTA_EN_RECLAMO,EXT:P_INSERTA_RECLAMO_APROBADO,EXTERNAL_CALL,P_INSERTA_RECLAMO_APROBADO
PU:P_INSERTA_EN_RECLAMO,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:add_months,EXTERNAL_CALL,add_months
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:CUR_LIMITE_SERVICIO,EXTERNAL_CALL,CUR_LIMITE_SERVICIO
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:DBAPER.PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,DBAPER.PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:DBAPER.Tasa_Moneda,EXTERNAL_CALL,DBAPER.Tasa_Moneda
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:exists,EXTERNAL_CALL,exists
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:FOREBRA,EXTERNAL_CALL,FOREBRA
PU:P_VALIDARCOBERTURASAUTOMATICAS,PU:F_FREC_CONS_TEMP_IN_UP,INTERNAL_PU_CALL,F_FREC_CONS_TEMP_IN_UP
PU:P_VALIDARCOBERTURASAUTOMATICAS,PU:F_FREC_CONS_TEMP_SUMA,INTERNAL_PU_CALL,F_FREC_CONS_TEMP_SUMA
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:F_TASA,EXTERNAL_CALL,F_TASA
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:IN,EXTERNAL_CALL,IN
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:in,EXTERNAL_CALL,in
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:INNOVACORE.PKG_INNOVA.FDP_DET_TIPO_COB,EXTERNAL_CALL,INNOVACORE.PKG_INNOVA.FDP_DET_TIPO_COB
PU:P_VALIDARCOBERTURASAUTOMATICAS,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:PKG_GENERAL.P_INSERTA_ERROR,EXTERNAL_CALL,PKG_GENERAL.P_INSERTA_ERROR
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:PKG_INNOVA.P_VALIDA_DISPONIBLE_GMM,EXTERNAL_CALL,PKG_INNOVA.P_VALIDA_DISPONIBLE_GMM
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:PKG_INNOVA.P_VALIDA_DISPONIBLE_SERVICIO,EXTERNAL_CALL,PKG_INNOVA.P_VALIDA_DISPONIBLE_SERVICIO
PU:P_VALIDARCOBERTURASAUTOMATICAS,PU:P_BUSCA_MOTIVO_RECHAZO,INTERNAL_PU_CALL,P_BUSCA_MOTIVO_RECHAZO
PU:P_VALIDARCOBERTURASAUTOMATICAS,PU:P_LLENA_CARNET_AFI,INTERNAL_PU_CALL,P_LLENA_CARNET_AFI
PU:P_VALIDARCOBERTURASAUTOMATICAS,PU:P_MANEJA_HABILITA_COB_ESTATUS,INTERNAL_PU_CALL,P_MANEJA_HABILITA_COB_ESTATUS
PU:P_VALIDARCOBERTURASAUTOMATICAS,PU:P_MON_CONS_TEMP_IN_UP,INTERNAL_PU_CALL,P_MON_CONS_TEMP_IN_UP
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:P_PROCESA_AFILIADO_ARS,EXTERNAL_CALL,P_PROCESA_AFILIADO_ARS
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:P_PROCESA_AFILIADO_SEG,EXTERNAL_CALL,P_PROCESA_AFILIADO_SEG
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:reembolso.P_VALIDARCOBERTURASFRM_2,EXTERNAL_CALL,reembolso.P_VALIDARCOBERTURASFRM_2
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:REGEXP_SUBSTR,EXTERNAL_CALL,REGEXP_SUBSTR
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:varchar2,EXTERNAL_CALL,varchar2
PU:P_VALIDARCOBERTURASAUTOMATICAS,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_LLENAR_BLOQUE_MOTIVO_RECHAZO,EXT:CUR_COB_SOL_MOTIVO_RECHAZO,EXTERNAL_CALL,CUR_COB_SOL_MOTIVO_RECHAZO
PU:P_LLENAR_BLOQUE_MOTIVO_RECHAZO,EXT:CUR_DESC_COBERTURA_SALUD,EXTERNAL_CALL,CUR_DESC_COBERTURA_SALUD
PU:P_LLENAR_BLOQUE_MOTIVO_RECHAZO,EXT:CUR_DESC_MOTIVO_RECHAZO,EXTERNAL_CALL,CUR_DESC_MOTIVO_RECHAZO
PU:P_LLENAR_BLOQUE_MOTIVO_RECHAZO,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:PKG_REPORTE_SVC,EXT:ABRIR_NAVEGADOR,EXTERNAL_CALL,ABRIR_NAVEGADOR
PU:PKG_REPORTE_SVC,EXT:C,EXTERNAL_CALL,C
PU:PKG_REPORTE_SVC,EXT:carta_declinacion_inf,EXTERNAL_CALL,carta_declinacion_inf
PU:PKG_REPORTE_SVC,EXT:carta_informacion_inf,EXTERNAL_CALL,carta_informacion_inf
PU:PKG_REPORTE_SVC,EXT:CLIENT_HOST,EXTERNAL_CALL,CLIENT_HOST
PU:PKG_REPORTE_SVC,EXT:client_HOST,EXTERNAL_CALL,client_HOST
PU:PKG_REPORTE_SVC,EXT:DBAPER.PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,DBAPER.PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
PU:PKG_REPORTE_SVC,EXT:E,EXTERNAL_CALL,E
PU:PKG_REPORTE_SVC,EXT:Enfoco,EXTERNAL_CALL,Enfoco
PU:PKG_REPORTE_SVC,EXT:FOREBRA,EXTERNAL_CALL,FOREBRA
PU:PKG_REPORTE_SVC,EXT:GENERAR,EXTERNAL_CALL,GENERAR
PU:PKG_REPORTE_SVC,EXT:IN,EXTERNAL_CALL,IN
PU:PKG_REPORTE_SVC,EXT:ole2.add_arg,EXTERNAL_CALL,ole2.add_arg
PU:PKG_REPORTE_SVC,EXT:OLE2.CREATE_OBJ,EXTERNAL_CALL,OLE2.CREATE_OBJ
PU:PKG_REPORTE_SVC,EXT:ole2.destroy_arglist,EXTERNAL_CALL,ole2.destroy_arglist
PU:PKG_REPORTE_SVC,EXT:ole2.invoke,EXTERNAL_CALL,ole2.invoke
PU:PKG_REPORTE_SVC,EXT:ole2.release_obj,EXTERNAL_CALL,ole2.release_obj
PU:PKG_REPORTE_SVC,EXT:ReclamosSolProcesadaPagos_INF,EXTERNAL_CALL,ReclamosSolProcesadaPagos_INF
PU:PKG_REPORTE_SVC,EXT:ReclamosSolProcesadaPagos_pri,EXTERNAL_CALL,ReclamosSolProcesadaPagos_pri
PU:PKG_REPORTE_SVC,EXT:reembolso.F_CALCULAR_FECHA,EXTERNAL_CALL,reembolso.F_CALCULAR_FECHA
PU:PKG_REPORTE_SVC,EXT:REPLACE,EXTERNAL_CALL,REPLACE
PU:PKG_REPORTE_SVC,EXT:varchar,EXTERNAL_CALL,varchar
PU:PKG_REPORTE_SVC,EXT:varchar2,EXTERNAL_CALL,varchar2
PU:PKG_REPORTE_SVC,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:CGHP$CALL_HELP_FORM,EXT:Add_Parameter,EXTERNAL_CALL,Add_Parameter
PU:CGHP$CALL_HELP_FORM,PU:CGHP$CALL_HELP_FORM,INTERNAL_PU_CALL,CGHP$CALL_HELP_FORM
PU:CGHP$CALL_HELP_FORM,EXT:Create_Parameter_list,EXTERNAL_CALL,Create_Parameter_list
PU:CGHP$CALL_HELP_FORM,EXT:default_value,EXTERNAL_CALL,default_value
PU:CGHP$CALL_HELP_FORM,EXT:Destroy_Parameter_list,EXTERNAL_CALL,Destroy_Parameter_list
PU:CGHP$CALL_HELP_FORM,EXT:length,EXTERNAL_CALL,length
PU:CGHP$CALL_HELP_FORM,EXT:varchar2,EXTERNAL_CALL,varchar2
PU:CGIM$READ_IMAGE_FILE,PU:CGIM$READ_IMAGE_FILE,INTERNAL_PU_CALL,CGIM$READ_IMAGE_FILE
PU:CGIM$READ_IMAGE_FILE,EXT:char,EXTERNAL_CALL,char
PU:CGIM$READ_IMAGE_FILE,EXT:find_item,EXTERNAL_CALL,find_item
PU:CGIM$READ_IMAGE_FILE,EXT:greatest,EXTERNAL_CALL,greatest
PU:CGIM$READ_IMAGE_FILE,EXT:in,EXTERNAL_CALL,in
PU:CGIM$READ_IMAGE_FILE,EXT:length,EXTERNAL_CALL,length
PU:CGIM$READ_IMAGE_FILE,EXT:read_image_file,EXTERNAL_CALL,read_image_file
PU:CGLY$SYNC_CANVAS,PU:CGLY$SYNC_CANVAS,INTERNAL_PU_CALL,CGLY$SYNC_CANVAS
PU:CGLY$SYNC_CANVAS,EXT:find_view,EXTERNAL_CALL,find_view
PU:CGLY$SYNC_CANVAS,EXT:number,EXTERNAL_CALL,number
PU:CGTE$POP_ERROR_STACK,PU:CGTE$POP_ERROR_STACK,INTERNAL_PU_CALL,CGTE$POP_ERROR_STACK
PU:CGTE$STRIP_CONSTRAINT,PU:CGTE$STRIP_CONSTRAINT,INTERNAL_PU_CALL,CGTE$STRIP_CONSTRAINT
PU:CGTE$STRIP_CONSTRAINT,EXT:return,EXTERNAL_CALL,return
PU:CGTE$STRIP_FIRST_ERROR,PU:CGTE$STRIP_FIRST_ERROR,INTERNAL_PU_CALL,CGTE$STRIP_FIRST_ERROR
PU:CGTE$STRIP_FIRST_ERROR,EXT:return,EXTERNAL_CALL,return
PU:P_AJUSTA_ESTATUS_SOL_PAG,EXT:IN,EXTERNAL_CALL,IN
PU:P_AJUSTA_ESTATUS_SOL_PAG,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
PU:COMPARAISON,PU:COMPARAISON,INTERNAL_PU_CALL,COMPARAISON
PU:COMPARAISON,EXT:return,EXTERNAL_CALL,return
PU:P_VALIDA_ASEGURADO_BAN,EXT:DBAPER.PKG_GENERAL.P_INSERTA_ERROR,EXTERNAL_CALL,DBAPER.PKG_GENERAL.P_INSERTA_ERROR
PU:P_VALIDA_ASEGURADO_BAN,EXT:Email,EXTERNAL_CALL,Email
PU:P_VALIDA_ASEGURADO_BAN,EXT:FOREBRA,EXTERNAL_CALL,FOREBRA
PU:P_VALIDA_ASEGURADO_BAN,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:P_VALIDA_ASEGURADO_BAN,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
PU:P_VALIDA_ASEGURADO_BAN,EXT:REEMBOLSO.HISTORICO_FRAUDES,EXTERNAL_CALL,REEMBOLSO.HISTORICO_FRAUDES
PU:P_VALIDA_ASEGURADO_BAN,EXT:VALUES,EXTERNAL_CALL,VALUES
PU:P_VALIDA_ASEGURADO_BAN,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
PU:P_VALIDA_DATOS_REEMBOLSO,EXT:f_valida_regular_expression,EXTERNAL_CALL,f_valida_regular_expression
PU:P_VALIDA_DATOS_REEMBOLSO,EXT:IN,EXTERNAL_CALL,IN
PU:P_VALIDA_DATOS_REEMBOLSO,EXT:in,EXTERNAL_CALL,in
PU:P_VALIDA_DATOS_REEMBOLSO,EXT:length,EXTERNAL_CALL,length
PU:P_VALIDA_DATOS_REEMBOLSO,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
PU:P_VALIDA_SOLICITUD_DUPLICADA,EXT:c_existe_cobertura,EXTERNAL_CALL,c_existe_cobertura
PU:P_VALIDA_SOLICITUD_DUPLICADA,EXT:c_existe_diagnostico,EXTERNAL_CALL,c_existe_diagnostico
PU:P_VALIDA_SOLICITUD_DUPLICADA,EXT:in,EXTERNAL_CALL,in
PU:P_VALIDA_SOLICITUD_DUPLICADA,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
PU:P_VALIDA_SOLICITUD_DUPLICADA,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
PU:P_VALIDA_SOLICITUD_DUPLICADA,PU:P_VALIDA_SOLICITUD_DUPLICADA,INTERNAL_PU_CALL,p_valida_solicitud_duplicada
PU:P_VALIDA_SOLICITUD_DUPLI_COB,EXT:c_existe_cobertura,EXTERNAL_CALL,c_existe_cobertura
PU:P_VALIDA_SOLICITUD_DUPLI_COB,EXT:c_existe_diagnostico,EXTERNAL_CALL,c_existe_diagnostico
PU:P_VALIDA_SOLICITUD_DUPLI_COB,EXT:EXISTS,EXTERNAL_CALL,EXISTS
PU:P_VALIDA_SOLICITUD_DUPLI_COB,EXT:FOREBRA,EXTERNAL_CALL,FOREBRA
PU:P_VALIDA_SOLICITUD_DUPLI_COB,EXT:GO_RECORD,EXTERNAL_CALL,GO_RECORD
PU:P_VALIDA_SOLICITUD_DUPLI_COB,EXT:IN,EXTERNAL_CALL,IN
PU:P_VALIDA_SOLICITUD_DUPLI_COB,EXT:in,EXTERNAL_CALL,in
PU:P_VALIDA_SOLICITUD_DUPLI_COB,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
PU:P_VALIDA_SOLICITUD_DUPLI_COB,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
PU:P_VALIDA_SOLICITUD_DUPLI_COB,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
PU:P_VALIDA_SOLICITUD_DUPLI_COB,PU:P_VALIDA_SOLICITUD_DUPLI_COB,INTERNAL_PU_CALL,p_valida_solicitud_dupli_cob
PU:P_LLENA_TABLAS_TEMPORALES_TABS,EXT:FOREBRA,EXTERNAL_CALL,FOREBRA
PU:P_LLENA_TABLAS_TEMPORALES_TABS,EXT:PKG_BUSCA_INFO_ASE.P_BUSCA_AFI_CONTACTO_PREF,EXTERNAL_CALL,PKG_BUSCA_INFO_ASE.P_BUSCA_AFI_CONTACTO_PREF
PU:P_LLENA_TABLAS_TEMPORALES_TABS,EXT:PKG_BUSCA_INFO_ASE.P_BUSCA_CORREOS,EXTERNAL_CALL,PKG_BUSCA_INFO_ASE.P_BUSCA_CORREOS
PU:P_LLENA_TABLAS_TEMPORALES_TABS,EXT:PKG_BUSCA_INFO_ASE.P_BUSCA_DEPENDIENTES,EXTERNAL_CALL,PKG_BUSCA_INFO_ASE.P_BUSCA_DEPENDIENTES
PU:P_LLENA_TABLAS_TEMPORALES_TABS,EXT:PKG_BUSCA_INFO_ASE.P_BUSCA_ENDOSO_INT,EXTERNAL_CALL,PKG_BUSCA_INFO_ASE.P_BUSCA_ENDOSO_INT
