node_id,scope,owner,trigger,sql_select,sql_insert,sql_update,sql_delete,sql_merge,execute_immediate,cursor,call_count
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.BTN_EXCEPCION_NEGOCIO.WHEN-BUTTON-PRESSED,ITEM,SOLICITUD_SERVICIO_DETALLE.BTN_EXCEPCION_NEGOCIO,WHEN-BUTTON-PRESSED,0,0,0,0,0,0,0,2
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.BTN_FEC_SERVICIO.WHEN-BUTTON-PRESSED,ITEM,SOLICITUD_SERVICIO_DETALLE.BTN_FEC_SERVICIO,WHEN-BUTTON-PRESSED,0,0,0,0,0,0,0,1
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.BTN_LOV_FECHA_EGRESO.WHEN-BUTTON-PRESSED,ITEM,SOLICITUD_SERVICIO_DETALLE.BTN_LOV_FECHA_EGRESO,WHEN-BUTTON-PRESSED,0,0,0,0,0,0,0,0
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.BTN_LOV_FECHA_INGRESO.KEY-NEXT-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.BTN_LOV_FECHA_INGRESO,KEY-NEXT-ITEM,0,0,0,0,0,0,0,0
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.BTN_LOV_FECHA_INGRESO.WHEN-BUTTON-PRESSED,ITEM,SOLICITUD_SERVICIO_DETALLE.BTN_LOV_FECHA_INGRESO,WHEN-BUTTON-PRESSED,0,0,0,0,0,0,0,0
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.BTN_NEGOCIACION_PRESTADOR.WHEN-BUTTON-PRESSED,ITEM,SOLICITUD_SERVICIO_DETALLE.BTN_NEGOCIACION_PRESTADOR,WHEN-BUTTON-PRESSED,0,0,0,0,0,0,0,2
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.BTN_TARIFA_INCORECTA.WHEN-BUTTON-PRESSED,ITEM,SOLICITUD_SERVICIO_DETALLE.BTN_TARIFA_INCORECTA,WHEN-BUTTON-PRESSED,0,0,0,0,0,0,0,6
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.COBERTURA.KEY-NEXT-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.COBERTURA,KEY-NEXT-ITEM,4,1,0,0,0,0,2,9
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.COBERTURA.WHEN-VALIDATE-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.COBERTURA,WHEN-VALIDATE-ITEM,12,0,0,0,0,0,4,10
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.COBERTURA_SOL_ESTATUS_ID.WHEN-LIST-CHANGED,ITEM,SOLICITUD_SERVICIO_DETALLE.COBERTURA_SOL_ESTATUS_ID,WHEN-LIST-CHANGED,0,0,0,0,0,0,0,2
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.COMENT_SOL_SPOOL.KEY-NEXT-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.COMENT_SOL_SPOOL,KEY-NEXT-ITEM,0,0,0,0,0,0,0,0
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.DIAS_TERAPIA.KEY-NEXT-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.DIAS_TERAPIA,KEY-NEXT-ITEM,0,0,0,0,0,0,0,0
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.DOSIS_DIARIA.KEY-NEXT-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.DOSIS_DIARIA,KEY-NEXT-ITEM,0,0,0,0,0,0,0,0
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.FECHA_EGRESO.KEY-LISTVAL,ITEM,SOLICITUD_SERVICIO_DETALLE.FECHA_EGRESO,KEY-LISTVAL,0,0,0,0,0,0,0,1
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.FECHA_EGRESO.KEY-NEXT-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.FECHA_EGRESO,KEY-NEXT-ITEM,0,0,0,0,0,0,0,0
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.FECHA_EGRESO.WHEN-VALIDATE-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.FECHA_EGRESO,WHEN-VALIDATE-ITEM,0,0,0,0,0,0,0,2
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.FECHA_INDICACION.KEY-LISTVAL,ITEM,SOLICITUD_SERVICIO_DETALLE.FECHA_INDICACION,KEY-LISTVAL,0,0,0,0,0,0,0,0
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.FECHA_INDICACION.KEY-NEXT-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.FECHA_INDICACION,KEY-NEXT-ITEM,0,0,0,0,0,0,0,1
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.FECHA_INDICACION.WHEN-VALIDATE-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.FECHA_INDICACION,WHEN-VALIDATE-ITEM,0,0,0,0,0,0,0,1
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.FECHA_INGRESO.KEY-LISTVAL,ITEM,SOLICITUD_SERVICIO_DETALLE.FECHA_INGRESO,KEY-LISTVAL,0,0,0,0,0,0,0,1
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.FECHA_INGRESO.KEY-NEXT-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.FECHA_INGRESO,KEY-NEXT-ITEM,0,0,0,0,0,0,0,0
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.FECHA_INGRESO.WHEN-VALIDATE-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.FECHA_INGRESO,WHEN-VALIDATE-ITEM,0,0,0,0,0,0,0,2
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.FRECUENCIA.KEY-NEXT-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.FRECUENCIA,KEY-NEXT-ITEM,0,0,0,0,0,0,0,0
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.LOV_COBERTURA.WHEN-BUTTON-PRESSED,ITEM,SOLICITUD_SERVICIO_DETALLE.LOV_COBERTURA,WHEN-BUTTON-PRESSED,4,0,0,0,0,0,1,4
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.MONTO_PAGAR.KEY-NEXT-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.MONTO_PAGAR,KEY-NEXT-ITEM,0,0,0,0,0,0,0,0
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.MONTO_RECLAMO.KEY-NEXT-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.MONTO_RECLAMO,KEY-NEXT-ITEM,1,0,0,0,0,0,1,8
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.MONTO_RECLAMO.WHEN-VALIDATE-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.MONTO_RECLAMO,WHEN-VALIDATE-ITEM,0,0,0,0,0,0,0,2
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.PB_ACEPTAR.WHEN-BUTTON-PRESSED,ITEM,SOLICITUD_SERVICIO_DETALLE.PB_ACEPTAR,WHEN-BUTTON-PRESSED,0,0,0,0,0,0,0,1
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.PB_APROBACION.WHEN-BUTTON-PRESSED,ITEM,SOLICITUD_SERVICIO_DETALLE.PB_APROBACION,WHEN-BUTTON-PRESSED,0,1,0,0,0,0,0,5
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.PB_LIST_USU_APROB.WHEN-BUTTON-PRESSED,ITEM,SOLICITUD_SERVICIO_DETALLE.PB_LIST_USU_APROB,WHEN-BUTTON-PRESSED,0,0,0,0,0,0,0,0
TRG_ITEM:SOLICITUD_SERVICIO_DETALLE.USU_APROB.KEY-NEXT-ITEM,ITEM,SOLICITUD_SERVICIO_DETALLE.USU_APROB,KEY-NEXT-ITEM,0,0,0,0,0,0,0,0
TRG_ITEM:SOLICITUD_SERV_DIAG.COD_DIAGNOSTICO.KEY-NEXT-ITEM,ITEM,SOLICITUD_SERV_DIAG.COD_DIAGNOSTICO,KEY-NEXT-ITEM,0,0,0,0,0,0,0,3
TRG_ITEM:SOLICITUD_SERV_DIAG.COD_DIAGNOSTICO.WHEN-VALIDATE-ITEM,ITEM,SOLICITUD_SERV_DIAG.COD_DIAGNOSTICO,WHEN-VALIDATE-ITEM,4,0,0,0,0,0,2,9
TRG_ITEM:SOLICITUD_SERV_DIAG.LOV_DIAGNOSTICO.WHEN-BUTTON-PRESSED,ITEM,SOLICITUD_SERV_DIAG.LOV_DIAGNOSTICO,WHEN-BUTTON-PRESSED,0,0,0,0,0,0,0,3
TRG_ITEM:SOLICITUD_SERV_MOT.MOTIVO.KEY-NEXT-ITEM,ITEM,SOLICITUD_SERV_MOT.MOTIVO,KEY-NEXT-ITEM,0,0,0,0,0,0,0,0
TRG_ITEM:SOLICITUD_SERV_MOT.MOTIVO.WHEN-LIST-CHANGED,ITEM,SOLICITUD_SERV_MOT.MOTIVO,WHEN-LIST-CHANGED,0,0,0,0,0,0,0,2
TRG_ITEM:TARIFA_INCORRECTA.BTN_APLICAR.WHEN-BUTTON-PRESSED,ITEM,TARIFA_INCORRECTA.BTN_APLICAR,WHEN-BUTTON-PRESSED,0,0,0,0,0,0,0,5
TRG_ITEM:TARIFA_INCORRECTA.BTN_CANCELAR.WHEN-BUTTON-PRESSED,ITEM,TARIFA_INCORRECTA.BTN_CANCELAR,WHEN-BUTTON-PRESSED,0,0,0,0,0,0,0,0
TRG_ITEM:WEBUTIL.DUMMY.WHEN-BUTTON-PRESSED,ITEM,WEBUTIL.DUMMY,WHEN-BUTTON-PRESSED,0,0,0,0,0,0,0,1
TRG_ITEM:WEBUTIL.WEBUTIL_BROWSER_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,ITEM,WEBUTIL.WEBUTIL_BROWSER_FUNCTIONS,WHEN-CUSTOM-ITEM-EVENT,0,0,0,0,0,0,0,1
TRG_ITEM:WEBUTIL.WEBUTIL_CLIENTINFO_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,ITEM,WEBUTIL.WEBUTIL_CLIENTINFO_FUNCTIONS,WHEN-CUSTOM-ITEM-EVENT,0,0,0,0,0,0,0,1
TRG_ITEM:WEBUTIL.WEBUTIL_C_API_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,ITEM,WEBUTIL.WEBUTIL_C_API_FUNCTIONS,WHEN-CUSTOM-ITEM-EVENT,0,0,0,0,0,0,0,1
TRG_ITEM:WEBUTIL.WEBUTIL_FILETRANSFER_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,ITEM,WEBUTIL.WEBUTIL_FILETRANSFER_FUNCTIONS,WHEN-CUSTOM-ITEM-EVENT,0,0,0,0,0,0,0,1
TRG_ITEM:WEBUTIL.WEBUTIL_FILE_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,ITEM,WEBUTIL.WEBUTIL_FILE_FUNCTIONS,WHEN-CUSTOM-ITEM-EVENT,0,0,0,0,0,0,0,1
TRG_ITEM:WEBUTIL.WEBUTIL_HOST_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,ITEM,WEBUTIL.WEBUTIL_HOST_FUNCTIONS,WHEN-CUSTOM-ITEM-EVENT,0,0,0,0,0,0,0,1
TRG_ITEM:WEBUTIL.WEBUTIL_OLE_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,ITEM,WEBUTIL.WEBUTIL_OLE_FUNCTIONS,WHEN-CUSTOM-ITEM-EVENT,0,0,0,0,0,0,0,1
TRG_ITEM:WEBUTIL.WEBUTIL_SESSION_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,ITEM,WEBUTIL.WEBUTIL_SESSION_FUNCTIONS,WHEN-CUSTOM-ITEM-EVENT,0,0,0,0,0,0,0,1
